shipment_id,date,origin,destination,distance_km,product_category,vehicle_type,packaging_quality,avg_speed_kmph,transit_duration_hr,ambient_temp_c,humidity_pct,effective_transit_temp_c,safe_temp_min_c,safe_temp_max_c,temp_excursion_hours,base_shelf_life_hr,remaining_shelf_life_hr,spoilage_risk
166,2024-04-01,Pune,Bengaluru,840,Frozen Goods,Refrigerated Truck,Standard,43.7,25.63,32.1,39,6.0,-20,-12,46.15,720,717.1,Low
167,2024-09-16,Ludhiana,Delhi,310,Poultry & Meat,Refrigerated Truck,Standard,49.7,10.28,27.1,76,14.4,0,4,10.69,72,40.8,Low
168,2024-02-24,Nagpur,Hyderabad,500,Poultry & Meat,Refrigerated Truck,Standard,42.6,16.86,26.8,42,14.6,0,4,17.83,72,18.7,Medium
169,2024-11-16,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Basic,53.6,12.87,22.8,56,21.6,2,8,17.56,240,167.6,Low
170,2024-06-01,Jaipur,Delhi,280,Milk & Dairy,Insulated Non-Refrigerated,Standard,52.8,11.42,36.8,22,25.7,2,8,20.17,48,2.6,High
171,2024-11-23,Nagpur,Hyderabad,500,Pharma (Vaccines),Refrigerated Truck,Basic,49.8,16.99,21.6,62,17.0,2,8,15.35,240,205.2,Low
172,2024-09-16,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Standard,41.1,25.43,24.3,78,19.5,10,20,0.0,48,31.0,Low
173,2024-11-07,Indore,Bhopal,195,Bakery,Standard Truck,Standard,53.7,11.43,23.6,63,22.5,10,20,2.88,48,31.0,Low
174,2024-04-11,Ooty,Chennai,565,Frozen Goods,Standard Truck,Standard,43.4,19.81,30.2,58,24.7,-20,-12,72.7,720,616.3,Low
175,2024-03-19,Vijayawada,Chennai,440,Pharma (Vaccines),Refrigerated Truck,Standard,41.9,12.34,28.0,84,15.8,2,8,9.68,240,214.0,Low
176,2024-07-10,Indore,Bhopal,195,Milk & Dairy,Insulated Non-Refrigerated,Standard,39.1,8.19,27.2,84,19.5,2,8,9.39,48,3.1,High
177,2024-03-23,Nagpur,Hyderabad,500,Poultry & Meat,Standard Truck,Premium (Insulated + Gel Packs),43.4,16.9,29.6,36,25.0,0,4,35.4,72,0.3,High
178,2024-10-03,Jaipur,Delhi,280,Frozen Goods,Refrigerated Truck,Standard,54.0,11.78,29.9,49,6.4,-20,-12,21.67,720,743.0,Low
179,2024-09-28,Jaipur,Delhi,280,Pharma (Vaccines),Standard Truck,Standard,46.2,11.46,26.2,79,23.1,2,8,17.33,240,170.8,Low
180,2024-01-01,Ludhiana,Delhi,310,Frozen Goods,Insulated Non-Refrigerated,Standard,42.1,9.14,9.0,90,0.9,-20,-12,11.77,720,669.2,Low
181,2024-11-02,Nashik,Mumbai,180,Tomatoes & Produce,Refrigerated Truck,Basic,43.0,6.82,28.6,50,24.2,10,15,6.28,168,163.9,Low
182,2024-06-14,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),41.7,21.68,34.9,55,28.3,2,8,44.04,240,50.3,Medium
183,2024-09-07,Ahmedabad,Mumbai,525,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),54.1,13.98,27.7,84,15.0,1,4,15.4,96,40.0,Low
184,2024-01-10,Ooty,Chennai,565,Frozen Goods,Insulated Non-Refrigerated,Standard,48.3,16.28,24.2,74,12.7,-20,-12,40.26,720,654.1,Low
185,2024-02-27,Ludhiana,Delhi,310,Leafy Greens,Refrigerated Truck,Standard,41.7,9.73,15.7,61,7.8,1,4,3.7,96,79.3,Low
186,2024-07-04,Nagpur,Hyderabad,500,Milk & Dairy,Standard Truck,Standard,49.8,12.11,27.4,77,24.0,2,8,19.41,48,1.5,High
187,2024-06-06,Nashik,Mumbai,180,Tomatoes & Produce,Refrigerated Truck,Basic,41.8,9.06,28.9,76,26.3,10,15,10.27,168,127.4,Low
188,2024-05-02,Ahmedabad,Mumbai,525,Poultry & Meat,Refrigerated Truck,Standard,53.1,17.57,30.6,49,14.7,0,4,18.79,72,3.6,High
189,2024-01-30,Indore,Bhopal,195,Leafy Greens,Insulated Non-Refrigerated,Standard,49.1,8.82,18.6,59,13.6,1,4,8.43,96,65.4,Low
190,2024-05-03,Nashik,Mumbai,180,Tomatoes & Produce,Refrigerated Truck,Basic,50.3,8.05,30.0,51,24.4,10,15,7.57,168,152.7,Low
191,2024-10-17,Ahmedabad,Mumbai,525,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),52.5,14.47,29.2,82,29.2,10,15,20.59,168,122.6,Low
192,2024-02-10,Ahmedabad,Mumbai,525,Bakery,Standard Truck,Standard,49.5,15.56,23.9,39,24.1,10,20,6.36,48,21.0,Low
193,2024-02-13,Pune,Bengaluru,840,Tomatoes & Produce,Standard Truck,Standard,51.6,21.9,27.6,33,26.8,10,15,25.78,168,109.6,Low
194,2024-09-05,Vijayawada,Chennai,440,Bakery,Refrigerated Truck,Standard,48.5,15.34,28.3,81,22.5,10,20,3.87,48,28.8,Low
195,2024-02-05,Ludhiana,Delhi,310,Seafood,Insulated Non-Refrigerated,Standard,43.7,13.3,13.7,84,10.6,0,4,8.82,36,0.1,High
196,2024-09-29,Ludhiana,Delhi,310,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),38.1,11.14,27.0,79,8.3,0,4,4.77,36,9.0,Medium
197,2024-03-05,Ooty,Chennai,565,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),48.7,14.41,27.7,58,18.3,2,8,14.78,240,149.6,Low
198,2024-03-06,Kolkata,Patna,585,Bakery,Insulated Non-Refrigerated,Standard,50.9,16.27,20.2,49,18.9,10,20,0.0,48,32.7,Low
199,2024-12-03,Vijayawada,Chennai,440,Leafy Greens,Refrigerated Truck,Basic,48.8,16.55,26.9,86,19.8,1,4,26.11,96,16.9,Medium
200,2024-08-31,Coimbatore,Kochi,190,Frozen Goods,Standard Truck,Basic,39.1,9.93,19.8,97,16.4,-20,-12,28.22,720,611.8,Low
201,2024-10-08,Ludhiana,Delhi,310,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,38.8,15.1,25.9,65,22.1,2,8,21.28,240,173.3,Low
202,2024-03-25,Nagpur,Hyderabad,500,Pharma (Vaccines),Refrigerated Truck,Basic,49.6,14.2,30.6,38,23.6,2,8,22.16,240,158.6,Low
203,2024-05-15,Vijayawada,Chennai,440,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,40.8,17.35,30.9,75,25.8,2,8,30.87,240,113.1,Low
204,2024-09-27,Nagpur,Hyderabad,500,Leafy Greens,Insulated Non-Refrigerated,Basic,49.1,13.09,26.3,81,22.1,1,4,23.63,96,14.3,High
205,2024-11-06,Pune,Bengaluru,840,Tomatoes & Produce,Refrigerated Truck,Standard,45.1,24.08,23.8,56,15.9,10,15,2.09,168,144.5,Low
206,2024-08-04,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Basic,53.2,8.44,29.8,76,26.0,1,4,18.56,96,63.9,Low
207,2024-04-18,Pune,Bengaluru,840,Bakery,Insulated Non-Refrigerated,Basic,52.7,20.25,33.0,41,30.7,10,20,21.69,48,1.4,High
208,2024-10-03,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Premium (Insulated + Gel Packs),50.9,16.48,28.1,69,-7.1,-20,-12,8.1,720,719.8,Low
209,2024-12-19,Kolkata,Patna,585,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,51.5,15.72,18.5,65,13.6,2,8,8.86,240,180.4,Low
210,2024-04-12,Indore,Bhopal,195,Milk & Dairy,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.1,10.06,26.2,63,14.9,2,8,6.99,48,12.2,Medium
211,2024-12-31,Vijayawada,Chennai,440,Bakery,Insulated Non-Refrigerated,Basic,43.3,14.35,26.2,83,24.0,10,20,5.71,48,32.3,Low
212,2024-06-08,Pune,Bengaluru,840,Pharma (Vaccines),Refrigerated Truck,Standard,49.8,23.88,24.8,84,15.0,2,8,16.77,240,177.4,Low
213,2024-07-23,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Basic,42.1,18.35,29.7,71,25.1,10,15,18.45,168,146.0,Low
214,2024-12-09,Coimbatore,Kochi,190,Bakery,Refrigerated Truck,Standard,47.5,5.07,21.6,77,19.1,10,20,0.0,48,37.6,Low
215,2024-11-28,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Basic,39.5,24.72,22.0,46,18.9,10,20,0.0,48,29.1,Low
216,2024-07-10,Nagpur,Hyderabad,500,Tomatoes & Produce,Standard Truck,Standard,51.6,12.09,27.1,82,26.1,10,15,13.44,168,131.7,Low
217,2024-08-12,Nagpur,Hyderabad,500,Poultry & Meat,Refrigerated Truck,Basic,38.5,20.53,26.6,83,20.0,0,4,32.91,72,2.5,High
218,2024-09-21,Nagpur,Hyderabad,500,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),50.1,16.58,26.4,84,16.1,1,4,20.1,96,11.9,High
219,2024-08-19,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.4,15.14,28.5,85,22.9,10,15,11.93,168,149.2,Low
220,2024-03-02,Vijayawada,Chennai,440,Milk & Dairy,Standard Truck,Standard,46.9,15.49,27.4,84,23.9,2,8,24.61,48,0.0,High
221,2024-05-06,Coimbatore,Kochi,190,Milk & Dairy,Standard Truck,Basic,52.8,6.13,23.2,88,22.7,2,8,9.04,48,20.4,Low
222,2024-04-25,Jaipur,Delhi,280,Leafy Greens,Insulated Non-Refrigerated,Standard,47.4,11.94,30.9,19,25.0,1,4,25.01,96,24.0,Medium
223,2024-02-02,Nashik,Mumbai,180,Milk & Dairy,Refrigerated Truck,Standard,41.4,10.11,23.6,55,13.2,2,8,5.3,48,33.5,Low
224,2024-06-22,Pune,Bengaluru,840,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),50.6,20.57,26.1,76,16.0,0,4,24.75,36,0.0,High
225,2024-01-11,Ooty,Chennai,565,Milk & Dairy,Insulated Non-Refrigerated,Basic,54.8,11.59,24.1,72,21.5,2,8,15.66,48,4.0,High
226,2024-10-28,Kolkata,Patna,585,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.3,19.76,25.6,86,14.4,0,4,20.6,36,1.6,High
227,2024-10-10,Ooty,Chennai,565,Tomatoes & Produce,Standard Truck,Premium (Insulated + Gel Packs),42.7,18.38,25.5,84,24.9,10,15,18.25,168,101.0,Low
228,2024-04-27,Indore,Bhopal,195,Leafy Greens,Standard Truck,Standard,50.2,11.25,30.5,40,27.6,1,4,26.57,96,26.8,Medium
229,2024-10-28,Jaipur,Delhi,280,Seafood,Insulated Non-Refrigerated,Basic,54.5,7.4,26.5,63,22.8,0,4,13.91,36,1.0,High
230,2024-04-22,Ahmedabad,Mumbai,525,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),45.6,16.12,31.2,48,9.5,2,8,2.47,240,189.6,Low
231,2024-01-04,Kolkata,Patna,585,Frozen Goods,Refrigerated Truck,Standard,40.8,18.08,17.3,75,-2.2,-20,-12,17.66,720,657.8,Low
232,2024-02-06,Kolkata,Patna,585,Milk & Dairy,Insulated Non-Refrigerated,Standard,54.5,14.91,20.3,75,16.1,2,8,12.12,48,0.0,High
233,2024-12-28,Ooty,Chennai,565,Poultry & Meat,Insulated Non-Refrigerated,Standard,43.7,19.72,23.4,82,15.1,0,4,21.92,72,8.0,High
234,2024-11-19,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Basic,40.8,16.01,25.1,74,22.7,0,4,29.86,36,3.7,High
235,2024-01-31,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Basic,52.4,10.27,22.3,72,22.3,1,4,18.84,96,35.8,Medium
236,2024-04-27,Guwahati,Kolkata,1000,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),42.6,24.88,31.6,66,15.9,10,15,2.22,168,135.6,Low
237,2024-02-04,Kolkata,Patna,585,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,38.7,16.98,19.5,46,18.2,2,8,17.33,240,173.2,Low
238,2024-01-17,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Standard,38.7,13.41,25.9,71,16.3,10,15,1.7,168,151.1,Low
239,2024-06-18,Vijayawada,Chennai,440,Frozen Goods,Standard Truck,Standard,45.7,14.23,30.2,81,27.2,-20,-12,55.73,720,694.1,Low
240,2024-02-06,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Basic,41.4,19.35,25.5,66,13.0,-20,-12,48.47,720,734.4,Low
241,2024-09-20,Coimbatore,Kochi,190,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,52.8,5.84,20.3,89,19.0,2,8,6.45,240,207.5,Low
242,2024-05-01,Indore,Bhopal,195,Milk & Dairy,Refrigerated Truck,Standard,46.5,9.52,30.5,18,17.2,2,8,8.73,48,16.0,Medium
243,2024-05-22,Ooty,Chennai,565,Poultry & Meat,Refrigerated Truck,Standard,38.5,22.19,26.6,88,14.6,0,4,23.61,72,2.3,High
244,2024-12-08,Pune,Bengaluru,840,Leafy Greens,Refrigerated Truck,Standard,44.7,24.35,25.2,77,11.6,1,4,18.44,96,18.2,Medium
245,2024-09-05,Ludhiana,Delhi,310,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),55.0,6.97,27.0,88,6.7,0,4,1.86,36,22.2,Low
246,2024-04-19,Nashik,Mumbai,180,Seafood,Standard Truck,Standard,47.6,9.95,33.1,40,29.9,0,4,25.74,36,1.7,High
247,2024-10-03,Coimbatore,Kochi,190,Frozen Goods,Refrigerated Truck,Standard,43.6,10.03,21.1,93,1.8,-20,-12,13.83,720,676.4,Low
248,2024-03-08,Nashik,Mumbai,180,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,51.9,5.31,28.3,26,23.0,2,8,7.94,240,212.2,Low
249,2024-10-19,Nashik,Mumbai,180,Seafood,Standard Truck,Standard,43.5,7.7,25.8,89,24.9,0,4,16.06,36,0.0,High
250,2024-10-22,Pune,Bengaluru,840,Seafood,Insulated Non-Refrigerated,Basic,42.0,23.59,24.6,82,18.6,0,4,34.51,36,1.8,High
251,2024-08-30,Jaipur,Delhi,280,Seafood,Standard Truck,Standard,48.5,10.01,27.8,80,25.9,0,4,21.91,36,0.0,High
252,2024-05-04,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),38.4,25.24,32.6,39,22.9,2,8,37.69,240,124.2,Low
253,2024-08-30,Jaipur,Delhi,280,Milk & Dairy,Refrigerated Truck,Standard,47.9,10.59,27.8,80,17.1,2,8,9.68,48,7.4,Medium
254,2024-07-27,Pune,Bengaluru,840,Milk & Dairy,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),54.2,16.61,24.5,80,16.7,2,8,14.54,48,0.7,High
255,2024-04-07,Pune,Bengaluru,840,Tomatoes & Produce,Refrigerated Truck,Standard,42.1,27.42,32.7,36,20.9,10,15,16.14,168,105.3,Low
256,2024-02-18,Pune,Bengaluru,840,Seafood,Insulated Non-Refrigerated,Standard,42.8,22.76,28.0,27,20.1,0,4,36.6,36,2.5,High
257,2024-02-19,Coimbatore,Kochi,190,Poultry & Meat,Refrigerated Truck,Premium (Insulated + Gel Packs),43.3,9.66,23.6,60,4.9,0,4,0.89,72,54.1,Low
258,2024-12-03,Ahmedabad,Mumbai,525,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,41.1,18.55,26.7,58,22.2,10,15,13.3,168,117.4,Low
259,2024-08-08,Guwahati,Kolkata,1000,Bakery,Standard Truck,Premium (Insulated + Gel Packs),50.1,21.73,27.8,83,23.6,10,20,7.79,48,13.5,Medium
260,2024-06-30,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Standard,51.7,8.53,20.9,97,19.4,1,4,13.09,96,50.4,Low
261,2024-08-04,Ahmedabad,Mumbai,525,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,54.2,14.9,27.3,87,22.9,10,15,11.8,168,127.3,Low
262,2024-07-29,Guwahati,Kolkata,1000,Pharma (Vaccines),Standard Truck,Basic,48.4,24.54,29.9,77,27.6,2,8,48.13,240,106.9,Low
263,2024-08-27,Coimbatore,Kochi,190,Milk & Dairy,Standard Truck,Standard,51.3,6.63,19.6,99,17.5,2,8,6.29,48,14.4,Medium
264,2024-01-28,Ooty,Chennai,565,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),48.6,15.79,24.4,67,14.7,0,4,16.82,72,29.7,Low
265,2024-12-10,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Standard,50.5,15.75,27.0,81,18.9,10,15,6.22,168,142.7,Low
266,2024-11-30,Coimbatore,Kochi,190,Poultry & Meat,Insulated Non-Refrigerated,Standard,48.3,8.76,20.9,84,15.1,0,4,9.68,72,36.7,Low
267,2024-11-26,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Standard,48.1,16.22,23.8,82,1.3,-20,-12,21.65,720,726.8,Low
268,2024-02-20,Nagpur,Hyderabad,500,Seafood,Refrigerated Truck,Basic,49.8,17.98,27.4,38,19.9,0,4,28.56,36,2.9,High
269,2024-02-01,Vijayawada,Chennai,440,Frozen Goods,Insulated Non-Refrigerated,Basic,42.7,11.87,26.7,80,19.6,-20,-12,37.51,720,658.7,Low
270,2024-07-25,Ahmedabad,Mumbai,525,Frozen Goods,Insulated Non-Refrigerated,Standard,39.2,18.03,27.2,85,12.8,-20,-12,44.67,720,598.2,Low
271,2024-06-22,Guwahati,Kolkata,1000,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),53.0,24.44,28.7,84,14.5,1,4,25.7,96,7.1,High
272,2024-02-25,Ooty,Chennai,565,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),54.9,15.92,27.5,64,22.0,2,8,22.29,240,131.8,Low
273,2024-05-07,Ahmedabad,Mumbai,525,Poultry & Meat,Standard Truck,Basic,45.9,12.86,30.7,71,29.6,0,4,32.98,72,1.9,High
274,2024-04-08,Kolkata,Patna,585,Bakery,Insulated Non-Refrigerated,Standard,41.4,18.88,26.9,49,22.2,10,20,4.2,48,22.5,Low
275,2024-04-07,Nashik,Mumbai,180,Pharma (Vaccines),Standard Truck,Basic,50.9,6.97,30.9,28,30.7,2,8,15.8,240,165.2,Low
276,2024-10-01,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Basic,54.9,22.8,26.2,80,22.8,10,20,6.37,48,9.4,Medium
277,2024-08-17,Jaipur,Delhi,280,Milk & Dairy,Insulated Non-Refrigerated,Standard,46.9,11.34,28.1,82,21.4,2,8,15.2,48,0.3,High
278,2024-03-12,Ludhiana,Delhi,310,Bakery,Standard Truck,Premium (Insulated + Gel Packs),51.3,12.0,19.3,63,18.3,10,20,0.0,48,34.9,Low
279,2024-08-04,Pune,Bengaluru,840,Tomatoes & Produce,Refrigerated Truck,Basic,39.5,28.83,25.1,78,19.5,10,15,12.96,168,103.9,Low
280,2024-04-03,Jaipur,Delhi,280,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,48.2,10.42,28.3,21,18.7,2,8,11.17,240,206.2,Low
281,2024-05-22,Ooty,Chennai,565,Seafood,Standard Truck,Premium (Insulated + Gel Packs),54.9,17.26,26.6,88,22.3,0,4,31.53,36,1.7,High
282,2024-08-24,Ahmedabad,Mumbai,525,Poultry & Meat,Insulated Non-Refrigerated,Standard,52.8,16.59,26.5,90,18.8,0,4,24.56,72,6.7,High
283,2024-05-07,Indore,Bhopal,195,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,39.4,8.77,33.2,28,29.6,2,8,18.96,240,187.7,Low
284,2024-02-08,Vijayawada,Chennai,440,Leafy Greens,Refrigerated Truck,Standard,48.9,15.76,26.3,88,13.4,1,4,14.87,96,47.0,Low
285,2024-08-14,Kolkata,Patna,585,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),48.3,18.46,27.6,89,15.4,10,15,0.7,168,143.7,Low
286,2024-10-08,Vijayawada,Chennai,440,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),44.2,11.42,28.2,80,17.4,2,8,10.73,240,198.6,Low
287,2024-02-20,Nagpur,Hyderabad,500,Bakery,Refrigerated Truck,Premium (Insulated + Gel Packs),54.4,13.22,27.4,38,17.4,10,20,0.0,48,38.3,Low
288,2024-01-26,Vijayawada,Chennai,440,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,48.9,11.51,26.6,73,19.9,2,8,13.75,240,181.5,Low
289,2024-11-29,Vijayawada,Chennai,440,Pharma (Vaccines),Refrigerated Truck,Standard,40.6,12.27,26.5,84,14.6,2,8,8.14,240,187.0,Low
290,2024-10-03,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),54.7,10.71,29.6,79,15.3,10,15,0.37,168,154.7,Low
291,2024-01-08,Ooty,Chennai,565,Bakery,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),49.8,12.79,22.8,93,19.5,10,20,0.0,48,35.7,Low
292,2024-02-17,Pune,Bengaluru,840,Milk & Dairy,Standard Truck,Basic,43.2,24.81,27.6,31,27.7,2,8,48.81,48,2.2,High
293,2024-05-01,Pune,Bengaluru,840,Poultry & Meat,Standard Truck,Basic,40.2,28.09,33.4,46,29.9,0,4,72.69,72,0.0,High
294,2024-03-26,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),52.1,9.78,25.1,65,18.9,1,4,14.55,96,44.5,Low
295,2024-07-27,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Standard,38.3,10.91,29.8,84,21.0,1,4,18.49,96,27.3,Medium
296,2024-09-05,Kolkata,Patna,585,Milk & Dairy,Insulated Non-Refrigerated,Standard,38.2,18.0,27.6,87,21.0,2,8,23.47,48,1.4,High
297,2024-09-03,Jaipur,Delhi,280,Leafy Greens,Refrigerated Truck,Standard,39.9,11.86,27.1,86,15.3,1,4,13.34,96,52.0,Low
298,2024-04-19,Nashik,Mumbai,180,Milk & Dairy,Refrigerated Truck,Standard,40.6,7.71,33.1,40,16.8,2,8,6.79,48,27.1,Low
299,2024-07-24,Nashik,Mumbai,180,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,44.4,7.82,24.5,96,23.3,2,8,11.99,240,183.1,Low
300,2024-01-31,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,49.7,10.3,12.8,93,14.7,10,20,0.0,48,34.4,Low
301,2024-03-25,Ahmedabad,Mumbai,525,Frozen Goods,Insulated Non-Refrigerated,Basic,38.7,20.89,29.6,53,25.3,-20,-12,78.04,720,667.7,Low
302,2024-07-13,Kolkata,Patna,585,Seafood,Standard Truck,Standard,48.8,17.28,28.2,87,25.4,0,4,37.0,36,0.0,High
303,2024-01-02,Ahmedabad,Mumbai,525,Milk & Dairy,Standard Truck,Basic,40.6,19.11,22.9,65,24.2,2,8,31.04,48,0.0,High
304,2024-07-18,Ooty,Chennai,565,Milk & Dairy,Insulated Non-Refrigerated,Standard,39.2,15.49,25.5,81,19.6,2,8,17.93,48,0.2,High
305,2024-05-15,Vijayawada,Chennai,440,Tomatoes & Produce,Refrigerated Truck,Premium (Insulated + Gel Packs),43.9,16.44,30.9,75,14.7,10,15,0.0,168,158.6,Low
306,2024-08-20,Indore,Bhopal,195,Poultry & Meat,Standard Truck,Basic,42.5,5.73,26.5,83,25.9,0,4,12.55,72,21.9,Medium
307,2024-05-26,Pune,Bengaluru,840,Frozen Goods,Insulated Non-Refrigerated,Standard,48.6,20.95,29.2,65,15.3,-20,-12,57.1,720,699.5,Low
308,2024-08-04,Coimbatore,Kochi,190,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),48.9,8.59,20.7,93,14.3,2,8,5.42,240,224.0,Low
309,2024-12-22,Jaipur,Delhi,280,Frozen Goods,Refrigerated Truck,Standard,54.7,10.34,14.7,74,-0.0,-20,-12,12.36,720,713.4,Low
310,2024-10-11,Nashik,Mumbai,180,Frozen Goods,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),40.2,7.85,26.7,81,8.8,-20,-12,16.3,720,629.2,Low
311,2024-12-04,Coimbatore,Kochi,190,Pharma (Vaccines),Standard Truck,Basic,45.5,9.47,21.0,90,19.8,2,8,11.15,240,197.8,Low
312,2024-09-06,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Basic,42.9,20.36,28.3,84,27.9,2,8,40.48,240,102.4,Low
313,2024-03-20,Coimbatore,Kochi,190,Leafy Greens,Standard Truck,Standard,50.8,7.96,24.4,70,22.4,1,4,14.62,96,48.7,Low
314,2024-04-07,Pune,Bengaluru,840,Tomatoes & Produce,Standard Truck,Basic,41.0,25.29,32.7,36,32.9,10,15,45.27,168,61.1,Medium
315,2024-05-31,Vijayawada,Chennai,440,Milk & Dairy,Refrigerated Truck,Basic,51.9,10.97,32.9,72,26.9,2,8,20.69,48,0.7,High
316,2024-04-21,Ludhiana,Delhi,310,Bakery,Refrigerated Truck,Standard,48.0,11.01,29.1,30,23.5,10,20,3.89,48,26.1,Low
317,2024-01-30,Ooty,Chennai,565,Bakery,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),49.7,18.48,24.5,62,21.8,10,20,3.28,48,21.9,Low
318,2024-10-23,Pune,Bengaluru,840,Tomatoes & Produce,Standard Truck,Standard,38.2,24.74,24.6,83,21.7,10,15,16.52,168,112.2,Low
319,2024-10-04,Ooty,Chennai,565,Leafy Greens,Insulated Non-Refrigerated,Basic,51.6,13.38,27.2,76,25.5,1,4,28.76,96,0.0,High
320,2024-02-01,Nagpur,Hyderabad,500,Frozen Goods,Standard Truck,Basic,44.0,17.84,25.8,51,23.8,-20,-12,63.91,720,647.4,Low
321,2024-06-09,Pune,Bengaluru,840,Poultry & Meat,Insulated Non-Refrigerated,Basic,50.9,17.74,24.0,88,19.8,0,4,27.95,72,0.0,High
322,2024-01-30,Jaipur,Delhi,280,Leafy Greens,Insulated Non-Refrigerated,Basic,43.6,8.47,15.2,84,13.8,1,4,8.3,96,59.6,Low
323,2024-01-26,Jaipur,Delhi,280,Bakery,Refrigerated Truck,Standard,54.9,8.67,12.9,81,16.1,10,20,0.0,48,40.3,Low
324,2024-10-26,Pune,Bengaluru,840,Leafy Greens,Insulated Non-Refrigerated,Standard,44.7,22.7,23.7,70,18.5,1,4,32.82,96,34.4,Medium
325,2024-09-01,Vijayawada,Chennai,440,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,51.5,10.19,28.7,76,24.5,2,8,16.8,240,134.4,Low
326,2024-09-14,Ahmedabad,Mumbai,525,Seafood,Refrigerated Truck,Premium (Insulated + Gel Packs),47.9,15.9,26.2,84,6.8,0,4,4.48,36,2.2,High
327,2024-09-28,Ooty,Chennai,565,Leafy Greens,Refrigerated Truck,Basic,49.5,18.05,26.8,80,21.2,1,4,31.0,96,9.8,High
328,2024-03-21,Pune,Bengaluru,840,Leafy Greens,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.0,24.88,29.8,42,17.5,1,4,33.62,96,4.6,High
329,2024-01-30,Kolkata,Patna,585,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),51.4,16.0,18.0,71,10.8,2,8,4.45,240,201.9,Low
330,2024-09-17,Nashik,Mumbai,180,Seafood,Standard Truck,Basic,39.5,7.1,24.6,84,21.0,0,4,12.07,36,1.1,High
